coordinates;speed_limit;00_30;01_00;02_30;03_00
[(9.0350701, 46.2212855), (9.0351313, 46.2211886), (9.0351867, 46.2211131), (9.035244, 46.2210388), (9.0353237, 46.2209435), (9.0354043, 46.2208598)];80;73;73;73;73
[(9.0361399, 46.2202968), (9.0362889, 46.22019), (9.0364419, 46.2200825), (9.0366662, 46.2199093), (9.0368547, 46.2197572), (9.0370909, 46.2195573), (9.0373301, 46.2193318), (9.0375308, 46.2191326), (9.0376968, 46.2189593), (9.0378443, 46.2187977), (9.0379362, 46.2186928), (9.0380304, 46.2185808)];80;102;102;102;102
[(9.0374256, 46.217255), (9.0373928, 46.2172957), (9.0373672, 46.2173337), (9.0373352, 46.2173957), (9.0373199, 46.217454), (9.0373115, 46.217526), (9.0373115, 46.2175975), (9.0373264, 46.2177011), (9.0373418, 46.2177825), (9.0373572, 46.2178659), (9.0373594, 46.2179725)];120;46;46;46;46
[(9.0370776, 46.2150028), (9.0371075, 46.2151927), (9.037125, 46.2153374)];120;46;46;46;46
[(9.043645, 46.2213263), (9.0441498, 46.2213742)];100;102;102;102;102
[(9.0436266, 46.2209424), (9.0437177, 46.2208887), (9.0437543, 46.2208733)];60;102;102;102;102
[(9.0436266, 46.2209424), (9.0437448, 46.2209192), (9.0437873, 46.2209016)];60;102;102;102;102
[(9.0445967, 46.2207702), (9.0446204, 46.2207549), (9.0446546, 46.2207369), (9.0447049, 46.2207139), (9.0447403, 46.2207011)];80;102;102;102;102
[(9.0437543, 46.2208733), (9.043819, 46.2208437), (9.0439403, 46.220784), (9.0440293, 46.2207347), (9.0440969, 46.2206923), (9.0441594, 46.2206487), (9.0442151, 46.2206069), (9.0442639, 46.2205627), (9.044312, 46.2205128)];60;102;102;102;102
[(9.0445573, 46.2199317), (9.0446243, 46.2200761), (9.0446538, 46.2201408), (9.0446853, 46.2201957), (9.0447179, 46.2202501), (9.0447743, 46.220329)];80;102;102;102;102
[(9.0445573, 46.2199317), (9.0445807, 46.220065), (9.0445905, 46.2201304), (9.0445986, 46.2202148), (9.0446067, 46.2203242)];80;102;102;102;102
[(9.0423683, 46.2173076), (9.0423277, 46.2172716), (9.0422936, 46.2172374), (9.0422652, 46.2172131), (9.0422444, 46.2172), (9.0422256, 46.2171935), (9.0422046, 46.2171883), (9.0421822, 46.2171813)];50;102;102;102;102
[(9.0394404, 46.2117219), (9.039392, 46.2115662)];50;46;46;46;46
[(9.0396158, 46.2133008), (9.0396577, 46.2130344), (9.0396877, 46.2128425), (9.0396931, 46.2127624), (9.0396932, 46.212727), (9.0396905, 46.2126932), (9.0396804, 46.2126427)];50;46;46;46;46
[(9.0394117, 46.2146727), (9.039417, 46.2146079), (9.0394285, 46.2145073), (9.0394778, 46.2141964), (9.0395019, 46.2140259)];50;46;46;46;46
[(8.8349771, 46.2074019), (8.8349914, 46.2074422)];50;41;41;41;41
[(8.8349715, 46.2073741), (8.8349761, 46.2073983), (8.8349771, 46.2074019)];50;41;41;41;41
[(8.8920076, 45.9867065), (8.89214, 45.9868987), (8.8922002, 45.9869927), (8.8922629, 45.9871055), (8.8924396, 45.9874759)];50;51;51;51;51
[(9.0152345, 46.1881825), (9.0153226, 46.1883051), (9.0155906, 46.1886778)];50;46;46;46;46
[(8.9902164, 46.1853692), (8.9900543, 46.1853123)];50;37;46;46;46
[(8.9898559, 46.1852472), (8.989704, 46.1852016), (8.9896409, 46.1851846)];50;37;46;46;46
[(8.8435298, 46.1829072), (8.8435126, 46.1829316), (8.8435232, 46.1829689), (8.8435695, 46.1829943), (8.8438103, 46.1830641), (8.8438836, 46.1831132), (8.8440003, 46.183243), (8.8440603, 46.1833177), (8.8441288, 46.1833743), (8.8442754, 46.1834278), (8.8444817, 46.1834794), (8.8446703, 46.1835232)];50;80;80;80;80
[(8.7891829, 46.1684901), (8.7891209, 46.1685469), (8.7890557, 46.1685881), (8.7889572, 46.1686266)];50;33;33;33;33
[(9.0355296, 45.8560589), (9.0356807, 45.8560637), (9.0358339, 45.8560831), (9.0360066, 45.8561356), (9.0360696, 45.8561712), (9.0361822, 45.8562561), (9.0362493, 45.8563477), (9.0365739, 45.8568353), (9.0366483, 45.8569201), (9.0367052, 45.8569753)];30;40;40;40;40
[(8.7567155, 46.1896907), (8.756676, 46.1899149)];80;50;50;50;50
[(8.756676, 46.1899149), (8.7566617, 46.1899957)];80;64;64;64;64
[(8.8924396, 45.9874759), (8.8925095, 45.9876224), (8.8926742, 45.9879044), (8.8928095, 45.9880829), (8.8929407, 45.9882446), (8.8931483, 45.9884967), (8.8933321, 45.9886998)];80;51;51;51;51
[(8.7843461, 46.489685), (8.7844146, 46.4896998), (8.7844749, 46.4897186), (8.7845483, 46.4897477), (8.7848217, 46.4898934), (8.7848618, 46.4899074), (8.7848942, 46.4899132), (8.7849351, 46.4899109), (8.7849906, 46.4899), (8.7852156, 46.4898448), (8.7852985, 46.489831), (8.7853466, 46.4898281), (8.7853885, 46.4898326), (8.7854352, 46.4898483), (8.7854861, 46.4898717), (8.7856512, 46.4899583), (8.7857302, 46.4899905), (8.7857911, 46.4900055), (8.7858406, 46.4900096), (8.785887, 46.4900055), (8.785932, 46.4899903), (8.7859691, 46.4899626), (8.7860253, 46.4899053), (8.7861146, 46.4897746), (8.7861399, 46.4897577), (8.7861731, 46.4897486), (8.7861979, 46.4897461), (8.7862344, 46.4897447), (8.786283, 46.489751), (8.7864982, 46.4898077), (8.7865662, 46.4898189), (8.7866398, 46.4898241), (8.7867058, 46.4898243), (8.786813, 46.4898164), (8.78686, 46.4898162), (8.7868973, 46.4898222), (8.7869343, 46.4898346), (8.7869967, 46.4898644), (8.7870996, 46.48992), (8.7871513, 46.4899454), (8.7871823, 46.489956), (8.7872197, 46.4899656), (8.7872445, 46.489965)];80;30;30;30;30
[(8.9513685, 46.4848451), (8.9515507, 46.4848333), (8.9516129, 46.484835), (8.9516639, 46.4848416), (8.9517159, 46.4848615), (8.9517576, 46.4848845), (8.9517839, 46.484899), (8.9518423, 46.4849435), (8.9518964, 46.4850081), (8.9522418, 46.4855035), (8.9525919, 46.4860294), (8.9526625, 46.4861605), (8.9526967, 46.48624), (8.9527, 46.4863489), (8.9526766, 46.4864243), (8.9526393, 46.4865278), (8.9525709, 46.4866088), (8.9525067, 46.4866678)];50;36;36;36;36
[(8.9512592, 46.4842204), (8.9511942, 46.484062), (8.951132, 46.4839325), (8.9509965, 46.4837022), (8.9507421, 46.4833349)];80;36;36;36;36
[(9.0134917, 46.1896158), (9.0133062, 46.1896622), (9.0125395, 46.1898538)];50;46;46;46;46
[(9.0142451, 46.189402), (9.0140085, 46.1894736)];50;46;46;46;46
[(9.0140085, 46.1894736), (9.0135959, 46.1895881)];50;46;46;46;46
[(8.7158921, 46.1282225), (8.7159131, 46.1282719), (8.7160085, 46.1284216), (8.7161197, 46.1285471), (8.7163112, 46.1287504), (8.7164938, 46.1289962), (8.716619, 46.1292031), (8.7166779, 46.1293522), (8.7167787, 46.1298275)];60;48;48;48;48
[(8.7158752, 46.1281345), (8.7158783, 46.1281632), (8.7158921, 46.1282225)];60;48;48;48;48
[(9.03012, 45.8453692), (9.0300817, 45.8454999), (9.0299442, 45.8459725), (9.02992, 45.8460552), (9.0298269, 45.8462337)];50;36;36;36;36
[(9.0298269, 45.8462337), (9.0296022, 45.8465604), (9.0293482, 45.8468281), (9.0289597, 45.847249), (9.0289262, 45.8472854), (9.0288173, 45.8474098)];50;36;36;36;36
[(8.9515283, 46.0051245), (8.9515604, 46.005049)];50;22;22;22;22
[(8.9517843, 46.0045919), (8.9518189, 46.0045514), (8.9518701, 46.0045091)];50;22;22;22;22
[(8.9518701, 46.0045091), (8.9522078, 46.00423), (8.9522754, 46.0041588)];50;22;22;22;22
[(8.9528917, 46.0043195), (8.9526907, 46.0047143)];50;22;22;22;22
[(8.952669, 46.0047586), (8.9524868, 46.005154)];50;22;22;22;22
[(8.9524868, 46.005154), (8.9524846, 46.0051882)];50;22;22;22;22
[(8.953658, 46.0078965), (8.9533799, 46.0078893), (8.9530655, 46.0078929), (8.9527711, 46.0078984), (8.9526782, 46.0079001), (8.9525747, 46.0079045)];50;22;22;22;22
[(8.6082502, 46.3099505), (8.6089388, 46.3100956)];20;53;53;53;53
[(8.9938379, 46.2818503), (8.9936844, 46.2823417)];120;120;120;120;120
[(8.9962589, 46.2765451), (8.9961298, 46.2767381)];120;119;119;119;119
[(8.9963715, 46.276373), (8.9962589, 46.2765451)];120;119;119;119;119
[(8.9961883, 46.2763619), (8.9963747, 46.2760863), (8.9964334, 46.275993), (8.9965306, 46.2758597)];120;119;119;119;119
[(8.9969672, 46.2752611), (8.9971691, 46.2750021), (8.9972008, 46.2749614)];120;119;119;119;119
[(9.001259, 46.2708959), (9.0015647, 46.2706602)];120;119;119;119;119
[(9.002393, 46.2700365), (9.0024349, 46.2700063), (9.00267, 46.2698369)];120;119;119;119;119
[(9.0353415, 46.2220659), (9.0353066, 46.2221802), (9.0351701, 46.2226229)];120;102;102;102;102
[(9.0355148, 46.2215156), (9.0354392, 46.2217493), (9.0354231, 46.2217991), (9.0353415, 46.2220659)];120;102;102;102;102
[(9.0320965, 46.2102533), (9.0320715, 46.2102447), (9.0317234, 46.210125)];120;110;110;110;110
[(9.024422, 46.2076894), (9.0233793, 46.2072538), (9.0233298, 46.2072349)];120;45;45;45;45
[(9.0225603, 46.2069391), (9.0218115, 46.2066495)];120;45;45;45;45
[(9.0052733, 46.1882927), (9.0054712, 46.1886089)];120;46;46;46;46
[(8.9910343, 46.1690089), (8.9910784, 46.1692349), (8.9911221, 46.1694576), (8.9911351, 46.1695241), (8.9912035, 46.1698152), (8.9912574, 46.1700194)];120;109;109;109;109
[(8.9907135, 46.1696055), (8.9906544, 46.1694333), (8.9906061, 46.1692789)];80;109;109;109;109
[(8.9909883, 46.1687784), (8.9909947, 46.1688147), (8.9910343, 46.1690089)];120;109;109;109;109
[(8.9901352, 46.1651971), (8.9901201, 46.165076), (8.9900949, 46.1649184), (8.9900708, 46.1648177), (8.9900388, 46.1647332), (8.9900082, 46.1646645), (8.9899735, 46.1645974), (8.98993, 46.1645219), (8.9898818, 46.1644518), (8.9898296, 46.1643898), (8.9897592, 46.1643162), (8.9896992, 46.1642616), (8.9896399, 46.1642129), (8.9895563, 46.1641487), (8.9891552, 46.1638511)];60;68;68;68;68
[(8.9902611, 46.158284), (8.99034, 46.1583814)];120;68;68;68;68
[(8.9898464, 46.1580448), (8.9898, 46.1579956), (8.9896831, 46.1578775), (8.9896014, 46.1578002), (8.9894507, 46.1576628), (8.9892809, 46.1575213), (8.9890849, 46.1573693)];120;68;68;68;68
[(8.990625, 46.1591235), (8.9905656, 46.1590042), (8.9904615, 46.1588291), (8.9903849, 46.1587089), (8.9903249, 46.1586254)];120;68;68;68;68
[(8.9570092, 46.147082), (8.9568459, 46.1469511)];120;67;67;67;67
[(8.9479204, 46.1443472), (8.9481182, 46.1443345), (8.9482467, 46.1443278)];120;67;67;67;67
[(8.9409683, 46.1442797), (8.9413774, 46.1443322)];120;69;69;69;69
[(8.9413774, 46.1443322), (8.941925, 46.1444028)];120;69;69;69;69
[(8.941925, 46.1444028), (8.9421575, 46.1444328)];120;69;69;69;69
[(9.0445732, 46.2214607), (9.0444722, 46.2214687)];120;102;102;102;102
[(9.0435851, 46.22139), (9.0435013, 46.2213822)];120;102;102;102;102
[(9.0483471, 46.2218136), (9.0479162, 46.2217572)];100;39;39;39;39
[(9.0490264, 46.221824), (9.0490818, 46.221834)];100;39;39;39;39
[(9.0193247, 46.2552192), (9.0193032, 46.2551499), (9.0192959, 46.2550899), (9.0192933, 46.2550619)];50;60;60;60;60
[(9.0194192, 46.255058), (9.0193785, 46.2551427), (9.0193247, 46.2552192)];50;60;60;60;60
[(9.0194266, 46.254749), (9.0194496, 46.2548176), (9.0194405, 46.2548731), (9.0194367, 46.2549008), (9.0194329, 46.2549286)];50;60;60;60;60
[(9.0193172, 46.2549113), (9.0193436, 46.2548785), (9.0193582, 46.2548545), (9.0193732, 46.2548113), (9.0194266, 46.254749)];50;60;60;60;60
[(9.0189588, 46.2549379), (9.0189065, 46.2549219), (9.018868, 46.2549045), (9.0188274, 46.2548786)];50;60;60;60;60
[(9.0190099, 46.2549442), (9.0191126, 46.2549342)];50;60;60;60;60
[(9.0192393, 46.2550208), (9.0191893, 46.2550046), (9.0190832, 46.254989), (9.0190099, 46.2549442)];50;60;60;60;60
[(9.0190099, 46.2549442), (9.0189588, 46.2549379)];50;60;60;60;60
[(9.0416608, 46.2270946), (9.0416171, 46.227222), (9.0415763, 46.2273885), (9.0414121, 46.2281252), (9.0412651, 46.2289001), (9.0412322, 46.2290821)];80;39;39;39;39
[(9.0410852, 46.2298058), (9.0410017, 46.2301834), (9.0409989, 46.2301959)];80;54;54;54;54
[(9.0411167, 46.229657), (9.0411084, 46.2296971)];80;54;54;54;54
[(9.0411053, 46.2297124), (9.0410852, 46.2298058)];80;54;54;54;54
[(9.0411084, 46.2296971), (9.0411053, 46.2297124)];80;54;54;54;54
[(9.0412322, 46.2290821), (9.0412266, 46.2291129), (9.0411998, 46.2292612), (9.0411982, 46.2292699), (9.041179, 46.2293935), (9.041176, 46.2294131)];80;54;54;54;54
[(9.041176, 46.2294131), (9.0411167, 46.229657)];80;54;54;54;54
[(9.0453628, 46.2251078), (9.0453191, 46.2251077), (9.0452753, 46.2251013), (9.0452109, 46.2250922), (9.0451149, 46.22507), (9.0450268, 46.2250463)];50;39;39;39;39
[(9.0431082, 46.2243912), (9.0431734, 46.224432), (9.043223, 46.2244672), (9.0432793, 46.2245067), (9.0433274, 46.2245324), (9.0433859, 46.2245534), (9.0434489, 46.2245712), (9.0435394, 46.2245929), (9.0436592, 46.2246255), (9.0439389, 46.2247053), (9.0439508, 46.2247087), (9.0440733, 46.2247436), (9.0443592, 46.224826), (9.0445448, 46.224878), (9.0446599, 46.2249098), (9.0448255, 46.2249563), (9.0449026, 46.2249792), (9.0450268, 46.2250463)];50;102;102;102;102
[(9.042106, 46.2260579), (9.0421998, 46.2258733), (9.0422473, 46.2257955)];50;39;39;39;39
[(9.0422473, 46.2257955), (9.0422484, 46.2257244), (9.0422905, 46.2256366), (9.0423699, 46.2254819), (9.0424117, 46.2253994), (9.0424543, 46.2253165), (9.0425, 46.2252294), (9.0425395, 46.2251502), (9.0426006, 46.2250265), (9.0426759, 46.2248781), (9.0426774, 46.2248752), (9.042764, 46.2246999)];50;39;39;39;39
[(9.0435831, 46.2231259), (9.0436431, 46.2230076)];80;102;102;102;102
[(9.0440935, 46.2223204), (9.0438572, 46.2228204)];80;102;102;102;102
[(9.044542, 46.2208106), (9.044562, 46.2208334), (9.0445765, 46.2208561), (9.0445839, 46.220881)];60;102;102;102;102
[(9.044542, 46.2208106), (9.0445796, 46.2207828), (9.0445967, 46.2207702)];80;102;102;102;102
[(9.0407488, 46.2165318), (9.0404041, 46.2163544), (9.0403203, 46.216305)];50;46;46;46;46
[(9.0395338, 46.2153043), (9.0395795, 46.2154313), (9.0396152, 46.2155289), (9.0396198, 46.2156011)];50;46;46;46;46
[(9.0393189, 46.2151497), (9.0393405, 46.2151027), (9.0393537, 46.2150743), (9.0393587, 46.2150396), (9.039358, 46.2150201), (9.0393568, 46.2149833), (9.0393579, 46.2148682), (9.0393665, 46.2147775), (9.0393979, 46.2146977), (9.0394117, 46.2146727)];50;46;46;46;46
[(9.0390998, 46.2152993), (9.0389508, 46.2152954), (9.0388382, 46.2152771)];80;46;46;46;46
[(9.0392826, 46.2153131), (9.0390998, 46.2152993)];80;46;46;46;46
[(9.0390963, 46.2152366), (9.0391961, 46.2152141), (9.0392568, 46.2152009)];80;46;46;46;46
[(9.032969, 46.2013378), (9.0329539, 46.2013247), (9.0328832, 46.2012634)];50;40;40;40;40
[(9.0311043, 46.1997729), (9.0309524, 46.1996892)];50;40;40;40;40
[(9.0305385, 46.1995003), (9.0303741, 46.1994422)];50;40;40;40;40
[(9.0268859, 46.197933), (9.026681, 46.1978261), (9.0266307, 46.1977999), (9.0264797, 46.1977322)];50;40;40;40;40
[(9.0186443, 46.1934582), (9.0185086, 46.1934411), (9.0184874, 46.1934393)];50;40;40;40;40
[(9.0180618, 46.1933384), (9.0181218, 46.1933556), (9.0182154, 46.1933832), (9.0183352, 46.1934167)];50;40;40;40;40
[(9.0179573, 46.1930684), (9.0179852, 46.1931481), (9.0179921, 46.1931767), (9.0180087, 46.1932538), (9.0180198, 46.1932998)];50;46;46;46;46
[(9.0178742, 46.1933054), (9.0178902, 46.1932441), (9.017903, 46.1931813), (9.0179573, 46.1930684)];50;40;40;40;40
[(9.0174467, 46.1912328), (9.0174614, 46.1912498), (9.0176357, 46.1914791), (9.0176545, 46.1914993), (9.0176766, 46.1915216)];50;46;46;46;46
[(9.0172659, 46.1909836), (9.0173579, 46.19111)];50;46;46;46;46
[(9.0174028, 46.1911734), (9.0174467, 46.1912328)];50;46;46;46;46
[(9.0168621, 46.1904285), (9.017129, 46.1907953)];50;46;46;46;46
[(9.017129, 46.1907953), (9.017226, 46.1909287), (9.0172659, 46.1909836)];50;46;46;46;46
[(9.0164776, 46.1899001), (9.0165436, 46.1899908), (9.0168621, 46.1904285)];50;46;46;46;46
[(9.0163545, 46.1897309), (9.0164246, 46.1898273), (9.0164776, 46.1899001)];50;46;46;46;46
[(9.0162, 46.1895185), (9.0163545, 46.1897309)];50;46;46;46;46
[(9.0157927, 46.1889587), (9.0159034, 46.1891222)];50;46;46;46;46
[(9.0152844, 46.1891182), (9.0148303, 46.1892442)];50;46;46;46;46
[(9.0150819, 46.1879653), (9.0152345, 46.1881825)];50;46;46;46;46
[(9.0155906, 46.1886778), (9.0156564, 46.1887693)];50;46;46;46;46
[(9.0150026, 46.1878521), (9.0150819, 46.1879653)];50;46;46;46;46
[(9.0148824, 46.1876808), (9.0149815, 46.1878221), (9.0150026, 46.1878521)];50;46;46;46;46
[(9.0144521, 46.1870893), (9.0144635, 46.1871051), (9.0145345, 46.1872027), (9.0145668, 46.1872471), (9.0146768, 46.1873876)];50;46;46;46;46
[(9.0144187, 46.187043), (9.0144521, 46.1870893)];50;46;46;46;46
[(9.014374, 46.1869764), (9.0143861, 46.1869938), (9.0144187, 46.187043)];50;46;46;46;46
[(9.01428, 46.1868411), (9.0143328, 46.1869171), (9.014374, 46.1869764)];50;46;46;46;46
[(9.0142247, 46.1867616), (9.01428, 46.1868411)];50;46;46;46;46
[(9.0141435, 46.1866456), (9.0142247, 46.1867616)];50;46;46;46;46
[(9.0131082, 46.1848736), (9.0131549, 46.1849854), (9.0131916, 46.1850732), (9.0132102, 46.1851188)];50;37;37;37;37
[(9.0132102, 46.1851188), (9.0132259, 46.1851573)];50;46;46;46;46
[(9.013017, 46.1845559), (9.0130432, 46.1846671), (9.013056, 46.1847217), (9.0131082, 46.1848736)];50;37;37;37;37
[(9.0129779, 46.1843892), (9.013017, 46.1845559)];50;37;37;37;37
[(9.0129422, 46.1841857), (9.0129656, 46.184337)];50;37;37;37;37
[(9.0129656, 46.184337), (9.0129779, 46.1843892)];50;37;37;37;37
[(9.0129103, 46.1839138), (9.0129124, 46.1839578), (9.0129268, 46.1840862), (9.0129422, 46.1841857)];50;37;37;37;37
[(9.0129085, 46.1837632), (9.0129075, 46.1838536), (9.0129103, 46.1839138)];50;37;37;37;37
[(9.0130171, 46.1827362), (9.0129785, 46.1829152), (9.0129436, 46.1831384), (9.0129172, 46.1833506), (9.0129123, 46.1834381), (9.0129085, 46.1837632)];50;37;37;37;37
[(9.0141117, 46.1798377), (9.0140993, 46.1798714), (9.0138815, 46.1804135)];50;37;37;37;37
[(9.0142539, 46.1792306), (9.0142512, 46.1792942), (9.0142421, 46.179381), (9.0142207, 46.1795017), (9.0141815, 46.1796474), (9.0141117, 46.1798377)];50;37;37;37;37
[(9.0142477, 46.1788539), (9.0142577, 46.1789472), (9.0142575, 46.1790692), (9.0142566, 46.1791669), (9.0142539, 46.1792306)];50;37;37;37;37
[(9.0139904, 46.1780295), (9.0140299, 46.1780975), (9.0140809, 46.1782082), (9.0141147, 46.1782948), (9.0141332, 46.1783423), (9.0141727, 46.1784515)];50;37;37;37;37
[(9.0073228, 46.1703391), (9.007101, 46.1702015), (9.0070075, 46.1701434)];50;37;37;37;37
[(9.0053674, 46.1691056), (9.0052331, 46.1690231), (9.0051908, 46.1689961)];50;47;47;47;47
[(9.0054546, 46.1691612), (9.0053674, 46.1691056)];50;47;47;47;47
[(9.0027371, 46.1677679), (9.0025583, 46.1677312), (9.0025041, 46.167718), (9.0024577, 46.1677044)];50;47;47;47;47
[(9.0029621, 46.1678629), (9.0027371, 46.1677679)];50;47;47;47;47
[(9.0025128, 46.1676327), (9.0026228, 46.1676941), (9.0027371, 46.1677679)];50;47;47;47;47
[(9.0020476, 46.1675116), (9.0021637, 46.1675312), (9.0022821, 46.1675613), (9.0023324, 46.1675706)];50;47;47;47;47
[(9.0022841, 46.1676492), (9.0021372, 46.1675699), (9.0020476, 46.1675116)];50;47;47;47;47
[(9.000958, 46.1670763), (9.0007592, 46.1669969)];50;47;47;47;47
[(8.9970295, 46.1655202), (8.9974323, 46.1656994)];60;47;47;47;47
[(8.9965855, 46.1653238), (8.9967817, 46.16541)];60;68;68;68;68
[(8.9950537, 46.1648229), (8.9945296, 46.1646161)];60;68;68;68;68
[(8.991199, 46.1632373), (8.9915117, 46.1633576)];60;68;68;68;68
[(8.9951069, 46.1647654), (8.9958652, 46.1650568)];60;68;68;68;68
[(8.9943604, 46.1644697), (8.9951069, 46.1647654)];60;68;68;68;68
[(8.9912353, 46.163327), (8.9911881, 46.1633089)];60;68;68;68;68
[(8.9902317, 46.1628617), (8.9904575, 46.1629474)];60;68;68;68;68
[(8.98766, 46.1619492), (8.9868535, 46.1616364)];80;68;68;68;68
[(8.9879191, 46.1620498), (8.9877228, 46.1619736), (8.98766, 46.1619492)];80;68;68;68;68
[(8.982771, 46.1600536), (8.9819064, 46.1597103)];80;63;63;63;63
[(8.9831272, 46.1601918), (8.982771, 46.1600536)];80;63;63;63;63
[(8.9819406, 46.1596424), (8.9823013, 46.1597797)];80;63;63;63;63
[(8.9823013, 46.1597797), (8.9826307, 46.159907)];80;63;63;63;63
[(8.9780921, 46.1581284), (8.978489, 46.1582839), (8.9792165, 46.1585678), (8.9799966, 46.158873), (8.9807224, 46.1591573)];80;63;63;63;63
[(8.977746, 46.157996), (8.9780921, 46.1581284)];80;63;63;63;63
[(8.9807996, 46.1592643), (8.9807257, 46.1592322), (8.9806706, 46.1592082)];80;63;63;63;63
[(8.9806706, 46.1592082), (8.9805969, 46.1591791), (8.9804668, 46.1591275)];80;63;63;63;63
[(8.9804668, 46.1591275), (8.9797859, 46.1588577), (8.9783332, 46.1582906), (8.9781809, 46.1582292), (8.9762779, 46.1574904)];80;63;63;63;63
[(8.9760186, 46.1573897), (8.9757593, 46.157289)];80;63;63;63;63
[(8.9762779, 46.1574904), (8.9760186, 46.1573897)];80;63;63;63;63
[(8.9750198, 46.156929), (8.9755737, 46.1571455), (8.9767851, 46.1576185), (8.9776666, 46.1579648), (8.977746, 46.157996)];80;63;63;63;63
[(8.9746464, 46.1567831), (8.9748978, 46.1568813)];80;63;63;63;63
[(8.9748978, 46.1568813), (8.9750198, 46.156929)];80;63;63;63;63
[(8.9757593, 46.157289), (8.9753081, 46.1571073), (8.9751217, 46.1570354), (8.9744633, 46.1567789), (8.9733562, 46.1563438)];80;63;63;63;63
[(8.9733562, 46.1563438), (8.9726757, 46.1560819), (8.9725551, 46.1560355)];80;63;63;63;63
[(8.9725551, 46.1560355), (8.9715814, 46.155649), (8.9709121, 46.1553963)];80;64;64;64;64
[(8.9709121, 46.1553963), (8.9708923, 46.1553884), (8.9702149, 46.1551235)];80;64;64;64;64
[(8.9647099, 46.1529728), (8.9646305, 46.1529434), (8.96442, 46.15287), (8.9640951, 46.1527581), (8.9638457, 46.1526718), (8.9635195, 46.1525782), (8.9634729, 46.1525638)];60;64;64;64;64
